ppd_id,PlanName,StateAbbrev,planf,ActAssets_AVA_2014,ActAssets_AVA_2015,ActAssets_AVA_2016,ActAssets_GASB_2014,ActAssets_GASB_2015,ActAssets_GASB_2016,ActAssets_Smooth_2014,ActAssets_Smooth_2015,ActAssets_Smooth_2016,actives_tot_2014,actives_tot_2015,actives_tot_2016,ActiveSalaries_2014,ActiveSalaries_2015,ActiveSalaries_2016,ActLiabilities_GASB_2014,ActLiabilities_GASB_2015,ActLiabilities_GASB_2016,beneficiaries_tot_2014,beneficiaries_tot_2015,beneficiaries_tot_2016,BeneficiaryBenefit_avg_2014,BeneficiaryBenefit_avg_2015,BeneficiaryBenefit_avg_2016,benefits_tot_2014,benefits_tot_2015,benefits_tot_2016,contrib_EE_regular_2014,contrib_EE_regular_2015,contrib_EE_regular_2016,CoveredPayroll_GASB67_2014,CoveredPayroll_GASB67_2015,CoveredPayroll_GASB67_2016,expense_TotBenefits_2014,expense_TotBenefits_2015,expense_TotBenefits_2016,InflationAssumption_GASB_2014,InflationAssumption_GASB_2015,InflationAssumption_GASB_2016,InvestmentReturnAssumption_GASB_2014,InvestmentReturnAssumption_GASB_2015,InvestmentReturnAssumption_GASB_2016,MktAssets_net_2014,MktAssets_net_2015,MktAssets_net_2016,NetPosition_2014,NetPosition_2015,NetPosition_2016,payroll_2014,payroll_2015,payroll_2016,TotalPensionLiability_2014,TotalPensionLiability_2015,TotalPensionLiability_2016,UAAL_GASB_2014,UAAL_GASB_2015,UAAL_GASB_2016,al,al_source,payroll,payroll_source,assets.mv,assets.mv_source,assets.av,assets.av_source,uaal,uaal_source,actives,actives_source,beneficiaries,beneficiaries_source,benefits,benefits_source,avgbenefit.ppd,avgbenefit.ppd_source,discount,discount_source,infl.ppd,infl.ppd_source,eec,eec_source,avgsalary,avgbenefit,avgbenefit_best,eecRate.ppd_calc,AssetSmoothingPeriod_GASB_2014,AssetSmoothingPeriod_GASB_2015,AssetSmoothingPeriod_GASB_2016,openclosedf_2014,openclosedf_2015,openclosedf_2016,pctdollf_2014,pctdollf_2015,pctdollf_2016,UAALAmortPeriod_GASB_2014,UAALAmortPeriod_GASB_2015,UAALAmortPeriod_GASB_2016,assetperiod,assetperiod_source,openclosedf,openclosedf_source,pctdollf,pctdollf_source,amortperiod,amortperiod_source
11,Chicago Teachers,IL,Teachers,10045543,10344375,NA,10045542.58,10344375.12,10610746.83,10081520.02,10366088.28,10630976.55,30654,29706,29543,2149841.75,2155604.25,2071041,19503893.63,19951289.97,20246140.3,27722,28114,28298,45.79199982,46.9469986,48126,1269456.125,1319864.375,1361882.496,187846.065,191233.298,191882.43,2233280.995,2273551.432,2281268.89,1273509.685,1307687.61,1351250.799,0.0275,0.0275,0.0275,0.0775,0.0775,0.0775,10815694.61,10689954.32,10093067.59,10815694.61,10689954.32,10093067.59,2233280.995,2273551.432,2281268.89,20316899.95,20713217.3,21124697.01,9458351.057,9606914.852,9635393.467,20246140.3,ActLiabilities_GASB_2016,2281268.89,payroll_2016,10093067.59,MktAssets_net_2016,10610746.83,ActAssets_GASB_2016,9635393.467,UAAL_GASB_2016,29543,actives_tot_2016,28298,beneficiaries_tot_2016,1361882.496,benefits_tot_2016,4.81E+07,BeneficiaryBenefit_avg_2016,0.0775,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,191882430,contrib_EE_regular_2016,77218.5929,48126.45756,48126.45756,0.08411215,4,4,4,open,closed,closed,levpercent,levpercent,levpercent,30,30,30,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
12,City of Austin ERS,TX,General-Local,2193881.25,NA,NA,2193881.221,2308087.14,2423300,2193881.221,2308087.14,2423269.015,9028,9063,9364,539158.6875,559829.5,599574.9375,3094055.712,3391796.116,3591400,5396,5679,5934,28.71299934,29.13622475,NA,154937.5469,NA,NA,50489.091,54065.793,NA,518508.233,558248.3,NA,157563.807,165464.616,NA,0.0325,0.0325,0.0275,0.0775,0.075,0.075,2209799.679,2144804.122,NA,2209799.679,2144804.122,NA,539158.693,559829.504,599600,3094055.712,3391796.116,NA,900174.491,1083708.976,1168100,3591400,ActLiabilities_GASB_2016,599600,payroll_2016,2144804.122,MktAssets_net_2015,2423300,ActAssets_GASB_2016,1168100,UAAL_GASB_2016,9364,actives_tot_2016,5934,beneficiaries_tot_2016,154937.5469,benefits_tot_2014,29136.22475,BeneficiaryBenefit_avg_2015,0.075,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,54065793,contrib_EE_regular_2015,64032.46476,26110.13597,26110.13597,0.090169768,5,5,5,open,open,NA,levpercent,levpercent,NA,24,33,NA,5,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2015,levpercent,pctdollf_2015,33,UAALAmortPeriod_GASB_2015
13,Colorado Municipal,CO,General-Local,3629400.25,NA,NA,3629400,3777161,3879197,3629400.231,3777160.876,3879197.057,12084,12176,12736,540468,561518,608223,4610967,4780698,5213052,6466,6777,7065,36.09635162,36.68112564,37.43949127,233399,248588,264510,43792,70415,48470,540468,561518,608223,232536,245379,259406,0.028,0.028,0.024,0.075,0.075,0.0725,3751468,3660509,3773506,3751468,3660509,3773506,540468,561518,608223,4647777,4762090,5123847,981567,1003537,1333855,5213052,ActLiabilities_GASB_2016,608223,payroll_2016,3773506,MktAssets_net_2016,3879197,ActAssets_GASB_2016,1333855,UAAL_GASB_2016,12736,actives_tot_2016,7065,beneficiaries_tot_2016,264510,benefits_tot_2016,37439.49127,BeneficiaryBenefit_avg_2016,0.0725,InvestmentReturnAssumption_GASB_2016,0.024,InflationAssumption_GASB_2016,4.85E+07,contrib_EE_regular_2016,47756.20289,37439.49045,37439.49045,0.079691166,4,4,4,closed,closed,closed,levpercent,levpercent,levpercent,30,29,28,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,28,UAALAmortPeriod_GASB_2016
14,Colorado School,CO,Teachers,22143356,NA,NA,22143356,22871661,23263344,22143356.42,22871661.45,23263343.92,119618,120239,121945,4063236,4235290,4349320,36386532,37677153,41352968,58145,60109,62102,35.5693512,36.00093079,36.77965164,2068180,2163980,2284090,334585,348537,359059,4063236,4235290,4349320,2036376,2138154,2234929,0.028,0.028,0.024,0.075,0.075,0.0725,22920607,22152768,22581046,22920607,22152768,22581046,4063236,4235290,4349320,36473966,37447062,52354913,14243176,14805492,18089624,41352968,ActLiabilities_GASB_2016,4349320,payroll_2016,22581046,MktAssets_net_2016,23263344,ActAssets_GASB_2016,18089624,UAAL_GASB_2016,121945,actives_tot_2016,62102,beneficiaries_tot_2016,2284090,benefits_tot_2016,36779.65164,BeneficiaryBenefit_avg_2016,0.0725,InvestmentReturnAssumption_GASB_2016,0.024,InflationAssumption_GASB_2016,3.59E+08,contrib_EE_regular_2016,35666.24298,36779.65283,36779.65283,0.082555204,4,4,4,closed,closed,closed,levpercent,levpercent,levpercent,30,29,28,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,28,UAALAmortPeriod_GASB_2016
15,Colorado State,CO,General-State,13523488,NA,NA,13523488,13882820,14026332,13523487.58,13882819.69,14026332,55300,55291,55725,2564670,2641867,2710651,23408321,24085671,25669916,35937,36992,38140,38.1451149,38.80931091,39.80657959,1370821,1435634,1518223,211610,217980,223005,2564670,2641867,2710651,1354602,1419950,1485934,0.028,0.028,0.024,0.075,0.075,0.0725,14013947,13460536,13626180,14013947,13460536,13626180,2564670,2641867,2710651,23420461,23991569,31994311,9884833,10202851,11643584,25669916,ActLiabilities_GASB_2016,2710651,payroll_2016,13626180,MktAssets_net_2016,14026332,ActAssets_GASB_2016,11643584,UAAL_GASB_2016,55725,actives_tot_2016,38140,beneficiaries_tot_2016,1518223,benefits_tot_2016,39806.57959,BeneficiaryBenefit_avg_2016,0.0725,InvestmentReturnAssumption_GASB_2016,0.024,InflationAssumption_GASB_2016,2.23E+08,contrib_EE_regular_2016,48643.35576,39806.58102,39806.58102,0.082269905,4,4,4,closed,closed,closed,levpercent,levpercent,levpercent,30,29,27,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,27,UAALAmortPeriod_GASB_2016
16,Connecticut SERS,CT,General-State,10584795,11375781,NA,10584795,11375781,11922966,10584795.26,11375780.63,11922965.86,49976,49997.5,50019,3487577,3604164.25,3720751.5,25505610,26255513,33616716,45803,46997,48191,34.39962387,35.33620071,36.22637177,1575606,1660695.5,1745785.125,144806.616,187338.535,135028.539,3487577,3618361,3720751,1570558,1657585,1736279,0.03,0.03,0.025,0.08,0.08,0.069,10472810,10668655,10653792,10472567,10668380,10653792,3487577,3592204,3720751,26486933,27192467,33616716,14920815,14879732,21693750,33616716,ActLiabilities_GASB_2016,3720751,payroll_2016,10653792,MktAssets_net_2016,11922966,ActAssets_GASB_2016,21693750,UAAL_GASB_2016,50019,actives_tot_2016,48191,beneficiaries_tot_2016,1745785.125,benefits_tot_2016,36226.37177,BeneficiaryBenefit_avg_2016,0.069,InvestmentReturnAssumption_GASB_2016,0.025,InflationAssumption_GASB_2016,135028539,contrib_EE_regular_2016,74386.75303,36226.37266,36226.37266,0.036290668,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,17,16,25.1,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,25.1,UAALAmortPeriod_GASB_2016
17,Connecticut Teachers,CT,Teachers,15546516,NA,NA,15546500,16129400,16712300,15546516,16143461,16712316,51433,51155,50877,3831624,3890775,3949926,26349200,28094550,29839900,34310,35187.5,36065,49.43095779,50.13032913,50.79567337,1695976.125,1763961,1831946,261213,228100,293493,3831624,4078367,NA,1737144,1823737,1738131,0.03,NA,0.0275,0.085,NA,0.085,16207755,16120053,15594872,16220889,16120053,NA,3831600,3890750,3949900,26349209,27092095,NA,10802700,11965150,13127600,29839900,ActLiabilities_GASB_2016,3949900,payroll_2016,15594872,MktAssets_net_2016,16712300,ActAssets_GASB_2016,13127600,UAAL_GASB_2016,50877,actives_tot_2016,36065,beneficiaries_tot_2016,1831946,benefits_tot_2016,50795.67337,BeneficiaryBenefit_avg_2016,0.085,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,2.93E+08,contrib_EE_regular_2016,77636.26,50795.67448,50795.67448,0.074303906,4,NA,4,closed,NA,closed,levpercent,NA,levpercent,20.4,NA,17.6,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,17.6,UAALAmortPeriod_GASB_2016
18,Contra Costa County,CA,General-Local,6572560.5,NA,NA,6557496.101,7136801.38,NA,6572560.432,7151936.096,NA,9159,9642,NA,697831.8125,746352.6875,NA,8027438.213,8448624.096,NA,8871,9068,NA,43.62822723,45.29576492,NA,NA,NA,NA,78258,85361,NA,671486,709819,NA,387026,410742,NA,0.0325,0.0325,NA,0.0725,0.0725,NA,6908910,6976582,NA,6908910,6976582,NA,697831.837,746352.663,NA,8104611,8483709,NA,1469942.112,1311822.716,NA,8448624.096,ActLiabilities_GASB_2015,746352.663,payroll_2015,6976582,MktAssets_net_2015,7136801.38,ActAssets_GASB_2015,1311822.716,UAAL_GASB_2015,9642,actives_tot_2015,9068,beneficiaries_tot_2015,410742,expense_TotBenefits_2015,45295.76492,BeneficiaryBenefit_avg_2015,0.0725,InvestmentReturnAssumption_GASB_2015,0.0325,InflationAssumption_GASB_2015,8.54E+07,contrib_EE_regular_2015,77406.41599,45295.76533,45295.76533,0.114370865,5,5,NA,fixed,NA,NA,levpercent,levpercent,NA,18,18,NA,5,AssetSmoothingPeriod_GASB_2015,fixed,openclosedf_2014,levpercent,pctdollf_2015,18,UAALAmortPeriod_GASB_2015
19,DC Police & Fire,DC,Safety,4288727,4607300,NA,4288727,4607300,4985051,4292774.319,4607232.513,4985051.594,5551,5537,5359,438415,446201,438114,3998537,4283093,4498513,2365,2609,3003,24.71458817,26.91222763,28.55078316,58450,70214,85738,32821,33679,32785,426135,446201,438114,52784,65030,81316,0.035,0.035,0.035,0.065,0.065,0.065,4588129,4461998,4954631,4588129,4461998,4954631,438415,446201,438114,4000863,4383413,4675562,-290190,-324200,-486538,4498513,ActLiabilities_GASB_2016,438114,payroll_2016,4954631,MktAssets_net_2016,4985051,ActAssets_GASB_2016,-486538,UAAL_GASB_2016,5359,actives_tot_2016,3003,beneficiaries_tot_2016,85738,benefits_tot_2016,28550.78316,BeneficiaryBenefit_avg_2016,0.065,InvestmentReturnAssumption_GASB_2016,0.035,InflationAssumption_GASB_2016,3.28E+07,contrib_EE_regular_2016,81752.93898,28550.78255,28550.78255,0.074832121,7,7,7,closed,closed,closed,levdollar,levdollar,levdollar,18,17,16,7,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levdollar,pctdollf_2016,16,UAALAmortPeriod_GASB_2016
20,DC Teachers,DC,Teachers,1638583,1732017,NA,1638583,1732017,1845476,1640468.193,1732017.312,1845475.738,4499,4866,5141,378926,417090,438079,1849230,1953305,2029640,3601,3718,3882,16.29741669,16.91742897,17.72024727,58687,62899,68790,28751,31621,33591,378926,417090,438079,59832,69652,75298,0.035,0.035,0.035,0.065,0.065,0.065,1745961,1670638,1821949,1745961,1670638,1821949,378926,417090,438079,1856034,1950811,2064138,210647,221288,184164,2029640,ActLiabilities_GASB_2016,438079,payroll_2016,1821949,MktAssets_net_2016,1845476,ActAssets_GASB_2016,184164,UAAL_GASB_2016,5141,actives_tot_2016,3882,beneficiaries_tot_2016,68790,benefits_tot_2016,17720.24727,BeneficiaryBenefit_avg_2016,0.065,InvestmentReturnAssumption_GASB_2016,0.035,InflationAssumption_GASB_2016,3.36E+07,contrib_EE_regular_2016,85212.79907,17720.2473,17720.2473,0.076677951,7,7,7,closed,closed,closed,levdollar,levdollar,levpercent,18,17,16,7,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,16,UAALAmortPeriod_GASB_2016
21,Delaware State Employees,DE,General-State,8067032,8289879.5,NA,8067032,8289879.3,8460614.4,8067032,8289879.3,8460614.4,35825,35998,36198,1902292.75,1911646.5,1900763.625,8740071,9051033.5,9504791.5,24811,25675,26826,20.42850685,20.97292519,21.31229019,506851.6875,538479.875,571723.5,52793,55782,59146,1840521,1864991,1907169,506194,534462,564415,0.03,0.03,0.025,0.072,0.072,0.072,8389765,8409336,7977541,8389765,8409336,7977541,1902293,1911643.5,1900763.6,8757980,9074604,9484483,673039,761154.2,1044177.1,9504791.5,ActLiabilities_GASB_2016,1900763.6,payroll_2016,7977541,MktAssets_net_2016,8460614.4,ActAssets_GASB_2016,1044177.1,UAAL_GASB_2016,36198,actives_tot_2016,26826,beneficiaries_tot_2016,571723.5,benefits_tot_2016,21312.29019,BeneficiaryBenefit_avg_2016,0.072,InvestmentReturnAssumption_GASB_2016,0.025,InflationAssumption_GASB_2016,5.91E+07,contrib_EE_regular_2016,52510.18288,21312.29032,21312.29032,0.031116968,5,5,NA,open,open,open,levpercent,levpercent,levpercent,20,20,20,5,AssetSmoothingPeriod_GASB_2015,open,openclosedf_2016,levpercent,pctdollf_2016,20,UAALAmortPeriod_GASB_2016
22,Denver Employees,CO,General-Local,NA,NA,NA,2132020,2168750,NA,2132024.635,2168754.097,NA,8489,8636,8636,NA,NA,586819.1875,2893670,3003590,NA,8815,9074,9074,19.41899872,20.03834915,19.7602253,NA,NA,179304.2813,39521.451,46689.696,NA,540229.189,568562.5,NA,171178.475,181827.975,NA,0.0275,0.0275,NA,0.08,0.0775,NA,2055272.548,1945673.317,NA,2055272.548,1945673.317,NA,568560,586820,NA,2931127.365,3124965.445,NA,761640,834840,NA,3003590,ActLiabilities_GASB_2015,586820,payroll_2015,1945673.317,MktAssets_net_2015,2168750,ActAssets_GASB_2015,834840,UAAL_GASB_2015,8636,actives_tot_2016,9074,beneficiaries_tot_2016,179304.2813,benefits_tot_2016,19760.2253,BeneficiaryBenefit_avg_2016,0.0775,InvestmentReturnAssumption_GASB_2015,0.0275,InflationAssumption_GASB_2015,46689696,contrib_EE_regular_2015,67950.44002,19760.22496,19760.22496,0.079563914,1,NA,NA,closed,closed,NA,levpercent,levpercent,NA,30,30,NA,1,AssetSmoothingPeriod_GASB_2014,closed,openclosedf_2015,levpercent,pctdollf_2015,30,UAALAmortPeriod_GASB_2015
23,Denver Schools,CO,Teachers,3151456,NA,NA,3151455.921,3207327,3220935,3151455.921,3207326.956,3220935.045,15414,15929,15950,584319,621115,642177,3816092.735,3905240,4246430,6698,6812,6941,37.37070847,37.84967804,38.76081467,250309,257832,269038.8125,47083,49973,52740,584319,621115,642177,247371,255426,263550,0.028,0.028,0.024,0.075,0.075,0.0725,3263791,3107329,3125977,3263791,3107329,3125977,584319.269,621115,642177,3888361,3920864,4221449,664636.814,697913,1025495,4246430,ActLiabilities_GASB_2016,642177,payroll_2016,3125977,MktAssets_net_2016,3220935,ActAssets_GASB_2016,1025495,UAAL_GASB_2016,15950,actives_tot_2016,6941,beneficiaries_tot_2016,269038.8125,benefits_tot_2016,38760.81467,BeneficiaryBenefit_avg_2016,0.0725,InvestmentReturnAssumption_GASB_2016,0.024,InflationAssumption_GASB_2016,5.27E+07,contrib_EE_regular_2016,40261.88088,38760.81436,38760.81436,0.08212689,4,4,4,closed,closed,closed,levpercent,levpercent,levpercent,30,29,28,4,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,28,UAALAmortPeriod_GASB_2016
24,Duluth Teachers,MN,Teachers,202874.5781,19696892,NA,202874.577,NA,NA,202874.577,NA,NA,837,NA,NA,47103.79688,NA,NA,356482.603,NA,NA,1502,NA,NA,18.2329998,NA,NA,27385.57617,NA,NA,3160.794,NA,NA,42980.686,NA,NA,26503.607,NA,NA,0.0325,NA,NA,0.08,NA,NA,226071.06,NA,NA,226071.06,NA,NA,42980.686,NA,NA,482988.941,NA,NA,153608.026,NA,NA,356482.603,ActLiabilities_GASB_2014,42980.686,payroll_2014,226071.06,MktAssets_net_2014,202874.577,ActAssets_GASB_2014,153608.026,UAAL_GASB_2014,837,actives_tot_2014,1502,beneficiaries_tot_2014,27385.57617,benefits_tot_2014,18232.9998,BeneficiaryBenefit_avg_2014,0.08,InvestmentReturnAssumption_GASB_2014,0.0325,InflationAssumption_GASB_2014,3160794,contrib_EE_regular_2014,51350.87933,18232.74046,18232.74046,0.073539869,5,NA,NA,closed,NA,NA,levpercent,NA,NA,30,NA,NA,5,AssetSmoothingPeriod_GASB_2014,closed,openclosedf_2014,levpercent,pctdollf_2014,30,UAALAmortPeriod_GASB_2014
25,Fairfax County Schools,VA,Teachers,NA,NA,NA,2029005,2123910,2188037,2123910.32,2188037.003,NA,21352,21585,NA,1340343.625,1373095.75,NA,2645500,2733845,2880703,10524,10937,NA,15.32466984,14.64892292,NA,161276.8281,160215.2656,NA,40018.59,39982.963,41383.642,1324537.175,1366029.848,1374735.094,161276.831,162145.265,165721.79,0.03,0.03,0.0275,0.075,0.075,0.0725,2204927.191,2179724.057,2107587.698,2204927.191,2179724.057,2107587.698,1320309,1340344,1373096,2697688.622,2789227.428,2937100.755,616495,609935,692666,2880703,ActLiabilities_GASB_2016,1373096,payroll_2016,2107587.698,MktAssets_net_2016,2188037,ActAssets_GASB_2016,692666,UAAL_GASB_2016,21585,actives_tot_2015,10937,beneficiaries_tot_2015,160215.2656,benefits_tot_2015,14648.92292,BeneficiaryBenefit_avg_2015,0.0725,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,41383642,contrib_EE_regular_2016,63613.43526,14648.92252,14648.92252,0.030138928,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,25,24,23,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,23,UAALAmortPeriod_GASB_2016
26,Florida RS,FL,General-S&L,138621200,143195536,NA,138621201,143195531,145451612,138621200.8,143195530.8,145451612.5,511751,512909,514629,21891632,22295334,22717312,160130502,165548928,170374609,398287,411964,424191,20.16172409,22.38638878,23.71741104,NA,NA,NA,682507.323,687864.97,703045.504,24723564.76,32726034,33214217,8030152.573,9222386.172,10060712.5,0.03,0.026,0.026,0.0765,0.0765,0.076,150014292.4,148454393.9,141780920.5,150014292.4,148454393.9,141780920.5,24723565,25063048,25204393,156115762.9,161370735.1,167030999,21509301,22353397,24922997,170374609,ActLiabilities_GASB_2016,25204393,payroll_2016,141780920.5,MktAssets_net_2016,145451612,ActAssets_GASB_2016,24922997,UAAL_GASB_2016,514629,actives_tot_2016,424191,beneficiaries_tot_2016,10060712.5,expense_TotBenefits_2016,23717.41104,BeneficiaryBenefit_avg_2016,0.076,InvestmentReturnAssumption_GASB_2016,0.026,InflationAssumption_GASB_2016,703045504,contrib_EE_regular_2016,48975.85056,23717.4115,23717.4115,0.027893769,5,5,5,open,closed,closed,levpercent,levpercent,levpercent,30,30,30,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2016
27,Georgia ERS,GA,General-S&L,12376120,12675649,NA,12376120,12675649,12854518,12376120,12675649,12854518,60486,60416,59766,2315646,2352901,2384364.5,16991963,17099527,17199688,45729,47035,48265,28.55951309,28.36776924,27.9215374,NA,NA,NA,32423,33713,31961,2335773,2353225,2390457,1305998,1334278,1347633,0.03,0.0275,0.0275,0.075,0.075,0.075,13291531,12967964,12373567,13291531,12967964,12373567,2315625,2352920,2384358,17042149,17019362,17103937,4615843,4423878,4345170,17199688,ActLiabilities_GASB_2016,2384358,payroll_2016,12373567,MktAssets_net_2016,12854518,ActAssets_GASB_2016,4345170,UAAL_GASB_2016,59766,actives_tot_2016,48265,beneficiaries_tot_2016,1347633,expense_TotBenefits_2016,27921.5374,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,3.20E+07,contrib_EE_regular_2016,39894.89007,27921.53735,27921.53735,0.013404447,7,5,5,open,closed,closed,levdollar,levdollar,levdollar,30,19.4,18.2,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levdollar,pctdollf_2016,18.2,UAALAmortPeriod_GASB_2016
28,Georgia Teachers,GA,Teachers,62061720,NA,NA,62061722,65514119,68161710,62061722,65514119,68161710,209828,213990,218193,9993686,10347332,10783277,75772117,82791010,91721775,108154,113124,117957,34.80640411,35.33184052,35.85051346,NA,NA,NA,640120,661835,685626,10349862,10697384,11075907,3764452,3996879,4228819,0.03,0.0275,0.0275,0.075,0.075,0.075,66466091,66799111,65552411,66466091,66799111,65552411,9993686,10347332,10783277,79099772,82023118,86183526,13710395,17296891,23560065,91721775,ActLiabilities_GASB_2016,10783277,payroll_2016,65552411,MktAssets_net_2016,68161710,ActAssets_GASB_2016,23560065,UAAL_GASB_2016,218193,actives_tot_2016,117957,beneficiaries_tot_2016,4228819,expense_TotBenefits_2016,35850.51346,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0275,InflationAssumption_GASB_2016,6.86E+08,contrib_EE_regular_2016,49420.8201,35850.51332,35850.51332,0.063582341,5,5,5,closed,closed,closed,levpercent,levpercent,levpercent,29,28.4,28,5,AssetSmoothingPeriod_GASB_2016,closed,openclosedf_2016,levpercent,pctdollf_2016,28,UAALAmortPeriod_GASB_2016
29,Hawaii ERS,HI,General-S&L,13641755,14463670,NA,13641800,14463700,14998700,13641755.3,14463670.28,14998749.06,67206,67310,67377,3871036,3952633,4118351.75,22220100,23238400,27439200,43087,44283,45506,25.21073341,25.825243,NA,1086254.875,1143619.25,NA,1306.327,223505.419,NA,3829003,4026755.054,NA,1122445.642,1170744.77,NA,0.03,0.03,0.025,0.0775,0.0765,0.07,14203015.3,14505464.56,NA,14203015.3,14505464.56,NA,3991600,4171400,4258900,22220097.55,23238395.39,NA,8578300,8774700,12440500,27439200,ActLiabilities_GASB_2016,4258900,payroll_2016,14505464.56,MktAssets_net_2015,14998700,ActAssets_GASB_2016,12440500,UAAL_GASB_2016,67377,actives_tot_2016,45506,beneficiaries_tot_2016,1143619.25,benefits_tot_2015,25825.243,BeneficiaryBenefit_avg_2015,0.07,InvestmentReturnAssumption_GASB_2016,0.025,InflationAssumption_GASB_2016,223505419,contrib_EE_regular_2015,63209.99748,25131.17501,25131.17501,0.052479612,4,4,4,open,open,open,levpercent,levpercent,levpercent,30,30,NA,4,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,30,UAALAmortPeriod_GASB_2015
30,Houston Firefighters,TX,Safety,NA,NA,NA,3680212.5,3929988,NA,3619040,4163411,NA,3835,3939,NA,NA,NA,NA,4180044.5,4397007,NA,2997,3056,NA,62.17309189,63.97033691,NA,NA,NA,NA,23993.56,25091.582,25510.801,268424,277745,NA,186332.755,195493.351,211127.901,NA,0.03,NA,NA,0.085,NA,3912825.278,3877650.516,3729670.009,3912826,3877651,NA,268424,277745,NA,4255888,4455341,4629654,499832,467019,NA,4397007,ActLiabilities_GASB_2015,277745,payroll_2015,3729670.009,MktAssets_net_2016,3929988,ActAssets_GASB_2015,467019,UAAL_GASB_2015,3939,actives_tot_2015,3056,beneficiaries_tot_2015,211127.901,expense_TotBenefits_2016,63970.33691,BeneficiaryBenefit_avg_2015,0.085,InvestmentReturnAssumption_GASB_2015,0.03,InflationAssumption_GASB_2015,25510801,contrib_EE_regular_2016,70511.55116,69086.35504,69086.35504,0.091849722,NA,NA,NA,NA,NA,NA,NA,levpercent,NA,NA,30,NA,NA,AssetSmoothingPeriod_GASB_2014,NA,openclosedf_2014,levpercent,pctdollf_2015,30,UAALAmortPeriod_GASB_2015
31,Idaho PERS,ID,General-S&L,13833100,13956700,NA,13833100,13956700,13884200,14217115.8,14217115.8,NA,66223,67008,68517,2676344,2756913,NA,14736500,15446900,16090300,40776,42657,44181,17.04299927,17.68099976,18.67347336,694946,754201,NA,203890.954,211468.78,220866.936,2702900,2791109.393,2895430.105,729593.655,771067.74,825012.765,0.0325,0.0325,0.0325,0.075,0.075,0.075,13864941.48,13991245.57,13920706.54,13833100,13956662.68,13884163.75,2702900,2791100,2909300,14569300,15273500,15911317.34,1052300,1490200,2206100,16090300,ActLiabilities_GASB_2016,2909300,payroll_2016,13920706.54,MktAssets_net_2016,13884200,ActAssets_GASB_2016,2206100,UAAL_GASB_2016,68517,actives_tot_2016,44181,beneficiaries_tot_2016,754201,benefits_tot_2015,18673.47336,BeneficiaryBenefit_avg_2016,0.075,InvestmentReturnAssumption_GASB_2016,0.0325,InflationAssumption_GASB_2016,220866936,contrib_EE_regular_2016,42460.99508,17070.70913,17070.70913,0.075917553,0,0,0,open,open,open,levpercent,levpercent,levpercent,25,25,25,0,AssetSmoothingPeriod_GASB_2016,open,openclosedf_2016,levpercent,pctdollf_2016,25,UAALAmortPeriod_GASB_2016
